Аль Капоне,1899 онд төрсөн,АНУ-ын түүх (1918–1945 он),1947 онд өнгөрсөн,Чикагогийн хүн,Хүн амины хэрэгтэн,Америкчууд,Яллагдсан хүн,Kategorie:Al Capone,Kategorie:Bandenführer,Kategorie:Geboren 1899,Kategorie:Geschichte der Vereinigten Staaten (1918–1945),Kategorie:Gestorben 1947,Kategorie:Mafioso (Vereinigte Staaten),Kategorie:Mann,Kategorie:Person (Chicago),Kategorie:Person (Mordfall),Kategorie:US-Amerikaner,Kategorie:Verurteilte Person
Валентин Серов,1865 онд төрсөн,1911 онд өнгөрсөн,Хөрөг зураач,Оросууд,Kategorie:Geboren 1865,Kategorie:Gestorben 1911,Kategorie:Maler (Russisches Kaiserreich),Kategorie:Mann,Kategorie:Person als Namensgeber für einen Asteroiden,Kategorie:Porträtmaler,Kategorie:Russe
Валерий Лобановский,ЗХУ-ын шигшээ багийн хөлбөмбөгчин,Украины хөлбөмбөгийн шигшээ багийн дасгалжуулагч,Динамо Киев багийн тоглогч,Шахтёр Донецк багийн тоглогч,1939 онд төрсөн,2002 онд өнгөрсөн,Украин улсын баатар,Хөлбөмбөгийн Европын Цомын Аварга,Зөвлөлтийн иргэн,ЗХУ-ын хөлбөмбөгийн улсын аварга,Днипрогийн тамирчин,Киевийн тамирчин,Украинчууд,Kategorie:Fußballnationalspieler (Sowjetunion),Kategorie:Fußballnationaltrainer (Kuwait),Kategorie:Fußballnationaltrainer (Sowjetunion),Kategorie:Fußballnationaltrainer (Ukraine),Kategorie:Fußballnationaltrainer (Vereinigte Arabische Emirate),Kategorie:Fußballspieler (Dynamo Kiew),Kategorie:Fußballspieler (Schachtar Donezk),Kategorie:Fußballspieler (Tschornomorez Odessa),Kategorie:Fußballtrainer (Dynamo Kiew),Kategorie:Fußballtrainer (FK Dnipro),Kategorie:Geboren 1939,Kategorie:Gestorben 2002,Kategorie:Held der Ukraine,Kategorie:Mann,Kategorie:Sieger des Fußball-Europapokals der Pokalsieger,Kategorie:Sowjetbürger,Kategorie:Sowjetischer Meister (Fußball),Kategorie:Sportler (Dnipro),Kategorie:Sportler (Kiew),Kategorie:Ukrainer
Василий Суриков,1848 онд төрсөн,1916 онд өнгөрсөн,Казак,Оросууд,Kategorie:Geboren 1848,Kategorie:Gestorben 1916,Kategorie:Kosak,Kategorie:Maler (Russisches Kaiserreich),Kategorie:Mann,Kategorie:Person als Namensgeber für einen Asteroiden,Kategorie:Russe
Василий Шуйский,1552 онд төрсөн,1612 онд өнгөрсөн,17-р зууны ноёрхогч,Рюриковичууд,Оросууд,Оросын царь,Kategorie:Geboren 1552,Kategorie:Gestorben 1612,Kategorie:Herrscher (17. Jahrhundert),Kategorie:Mann,Kategorie:Rurikide,Kategorie:Russe,Kategorie:Zar (Russland)
Ватанабэ Осамү,Бөхийн азийн наадмын аварга,1940 онд төрсөн,Япончууд,Бөхийн олимпын аварга,Японы олимпын оролцогч,Японы бөх,Японы азийн наадамд оролцогч,1964 оны зуны олимпод оролцогч,Бөхийн дэлхийн аварга,Kategorie:Asienspielesieger (Ringen),Kategorie:Geboren 1940,Kategorie:Japaner,Kategorie:Mann,Kategorie:Olympiasieger (Ringen),Kategorie:Olympiateilnehmer (Japan),Kategorie:Ringer (Japan),Kategorie:Teilnehmer an den Asienspielen (Japan),Kategorie:Teilnehmer der Olympischen Sommerspiele 1964,Kategorie:Weltmeister (Ringen)
Винченцо Перуджа,Хулгайч,1881 онд төрсөн,1925 онд өнгөрсөн,Италичууд,Kategorie:Dieb,Kategorie:Geboren 1881,Kategorie:Gestorben 1925,Kategorie:Italiener,Kategorie:Mann
Владимир Маяковский,Зохиогч,Драм,Эссе,1893 онд төрсөн,1930 онд өнгөрсөн,20-р зууны утга зохиол,Орос хэлээрх утга зохиол,ЗХУ-ын утга зохиол,Уянгын шүлэгч,Оросууд,Зөвлөлтийн иргэн,Kategorie:Autor,Kategorie:Drama,Kategorie:Essay,Kategorie:Geboren 1893,Kategorie:Gestorben 1930,Kategorie:Künstler (documenta),Kategorie:Literatur (20. Jahrhundert),Kategorie:Literatur (Russisch),Kategorie:Literatur (Sowjetunion),Kategorie:Literatur des Futurismus,Kategorie:Literatur des Sozialistischen Realismus,Kategorie:Lyrik,Kategorie:Mann,Kategorie:Person als Namensgeber für einen Asteroiden,Kategorie:Russe,Kategorie:Sowjetbürger,Kategorie:Wladimir Wladimirowitsch Majakowski
Владимир Познер,Нацизмаас дүрвэгч,Оросын телевиз,1934 онд төрсөн,Оросын сэтгүүлч,ЗХУ-ын сэтгүүлч,Нэвтрүүлэгч,Оросууд,Оросын цагаач,Оросын аугаа эх орны гавьяаны одон шагналтан,Kategorie:Emigrant zur Zeit des Nationalsozialismus,Kategorie:Fernsehen (Russland),Kategorie:Fernsehmoderator (Russland),Kategorie:Geboren 1934,Kategorie:Journalist (Russland),Kategorie:Journalist (Sowjetunion),Kategorie:Mann,Kategorie:Moderator,Kategorie:Russe,Kategorie:Russischer Emigrant,Kategorie:Träger des Verdienstordens für das Vaterland
Владислав Гомулка,Вроцлавын хүндэт иргэн,Скопьегийн хүндэт иргэн,Шчециний хүндэт иргэн,1905 онд төрсөн,1982 онд өнгөрсөн,Польшийн үйлдвэрчний эвлэлийн ажилтан,Польшийн сайд,Польшууд,Польшийн Дахин төрөлт одон шагналтан (их загалмай),Kategorie:Ehrenbürger von Breslau,Kategorie:Ehrenbürger von Skopje,Kategorie:Ehrenbürger von Stettin,Kategorie:Geboren 1905,Kategorie:Gestorben 1982,Kategorie:Gewerkschafter (Polen),Kategorie:KPP-Mitglied (1918–1938),Kategorie:Mann,Kategorie:Minister (Polen),Kategorie:Mitglied der Polska Partia Robotnicza,Kategorie:Opfer des Stalinismus (Polen),Kategorie:PZPR-Funktionär,Kategorie:Person (polnischer Widerstand 1939–1945),Kategorie:Pole,Kategorie:Politisches Tauwetter 1956,Kategorie:Sejm-Abgeordneter (Volksrepublik Polen),Kategorie:Träger des Ordens Polonia Restituta (Großkreuz)
Владислав Котвич,1872 онд төрсөн,1944 онд өнгөрсөн,Санкт-Петербургийн Улсын Их Сургуулийн багш,Оросын Шинжлэх Ухааны Академийн сурвалжлагч гишүүн,Монголч эрдэмтэн,Польшууд,Оросууд,Kategorie:Geboren 1872,Kategorie:Gestorben 1944,Kategorie:Hochschullehrer (Nationale Iwan-Franko-Universität Lwiw),Kategorie:Hochschullehrer (Staatliche Universität Sankt Petersburg),Kategorie:Korrespondierendes Mitglied der Russischen Akademie der Wissenschaften,Kategorie:Mann,Kategorie:Mongolist,Kategorie:Pole,Kategorie:Russe
Вячаслав Володин,ОХУ-ын Төрийн Думын гишүүн,1964 онд төрсөн,Нэгдсэн Орос Намын гишүүн,Украины зэвсэгт мөргөлдөөний улмаас ЕХ-ны хоригт багтсан хүн,Оросууд,Зөвлөлтийн иргэн,Найрамдлын одон шагналтан,Оросын аугаа эх орны гавьяаны одон шагналтан,Оросын хүндэтгэлийн одон шагналтан,Kategorie:Duma-Abgeordneter (Russische Föderation),Kategorie:Geboren 1964,Kategorie:Mann,Kategorie:Mitglied von Einiges Russland,Kategorie:Person auf der EU-Sanktionsliste infolge des russischen Überfalls auf die Ukraine,Kategorie:Russe,Kategorie:Sowjetbürger,Kategorie:Träger des Ordens der Freundschaft,Kategorie:Träger des Verdienstordens für das Vaterland,Kategorie:Träger des russischen Ordens der Ehre,Kategorie:Wirklicher Staatsrat 1. Klasse der Russischen Föderation
Галсан Гомбоев,1822 онд төрсөн,1863 онд өнгөрсөн,Санкт-Петербургийн Улсын Их Сургуулийн багш,Монголчууд,Монголч эрдэмтэн,Оросууд,Монгол хэлнээс орчуулагч,Орос хэлнээс орчуулагч,Халимаг аялга руу орчуулагч,Монгол хэл рүү орчуулагч,Kategorie:Geboren 1822,Kategorie:Gestorben 1863,Kategorie:Hochschullehrer (Staatliche Universität Sankt Petersburg),Kategorie:Mann,Kategorie:Mongole,Kategorie:Mongolist,Kategorie:Russe,Kategorie:Übersetzer aus dem Mongolischen,Kategorie:Übersetzer aus dem Russischen,Kategorie:Übersetzer ins Kalmückische,Kategorie:Übersetzer ins Mongolische
Георгий Данелия,Кино зохиолч,Тбилисийн хүндэт иргэн,Кино найруулагч,1930 онд төрсөн,Гүржүүд,2019 онд өнгөрсөн,Оросууд,Зөвлөлтийн иргэн,Оросын аугаа эх орны гавьяаны одон шагналтан,Ардын Жүжигчин (ЗСБНХОУ),Ардын Жүжигчин (ЗХУ),Kategorie:Drehbuchautor,Kategorie:Ehrenbürger von Tiflis,Kategorie:Filmregisseur,Kategorie:Geboren 1930,Kategorie:Georgier,Kategorie:Gestorben 2019,Kategorie:Mann,Kategorie:Russe,Kategorie:Sowjetbürger,Kategorie:Träger des Verdienstordens für das Vaterland,Kategorie:Verdienter Künstler der RSFSR,Kategorie:Volkskünstler der RSFSR,Kategorie:Volkskünstler der UdSSR (Darstellende Kunst)
Гжегож Лато,Польшийн шигшээ багийн хөлбөмбөгчин,Локерен багийн тоглогч,1950 онд төрсөн,Хөлбөмбөгийн олимпын аварга,Польшийн олимпын оролцогч,Польшууд,Польшийн хөлбөмбөгийн улсын аварга,Польшийн сенатч,1972 оны зуны олимпод оролцогч,1976 оны зуны олимпод оролцогч,Kategorie:Fußballnationalspieler (Polen),Kategorie:Fußballspieler (CF Atlante),Kategorie:Fußballspieler (FKS Stal Mielec),Kategorie:Fußballspieler (Sporting Lokeren),Kategorie:Fußballtrainer (Widzew Łódź),Kategorie:Geboren 1950,Kategorie:Mann,Kategorie:Olympiasieger (Fußball),Kategorie:Olympiateilnehmer (Polen),Kategorie:Pole,Kategorie:Polnischer Meister (Fußball),Kategorie:SLD-Mitglied,Kategorie:Senator (Polen),Kategorie:Teilnehmer an einer Fußball-Weltmeisterschaft (Polen),Kategorie:Teilnehmer der Olympischen Sommerspiele 1972,Kategorie:Teilnehmer der Olympischen Sommerspiele 1976
Гу Вэйзюнь,Хятадууд,Абердины хүндэт иргэн,1887 онд төрсөн,1985 онд өнгөрсөн,Бүгд Найрамдах Хятад Улсын ерөнхийлөгч,Kategorie:Botschafter der Republik China in den Vereinigten Staaten,Kategorie:Chinese,Kategorie:Chinesischer Botschafter im Vereinigten Königreich,Kategorie:Chinesischer Botschafter in Frankreich,Kategorie:Ehrenbürger von Aberdeen,Kategorie:Geboren 1887,Kategorie:Gestorben 1985,Kategorie:Jurist im auswärtigen Dienst,Kategorie:Mann,Kategorie:Präsident (Republik China),Kategorie:Vizepräsident (Internationaler Gerichtshof Den Haag)
Дмитрий Устинов,1908 онд төрсөн,1984 онд өнгөрсөн,ЗХУ-ын баатар,БНМАУ-ын баатар,Зөвлөлтийн социалист хөдөлмөрийн баатар,ЗХУ-ын маршал,ЗХУ-ын Коммунист намын улс төрийн товчооны гишүүн,Самарагийн хүн,ЗХУ-ын дэлхийн хоёрдугаар дайны хүн,Оросууд,ЗХУ-ын Коммунист намын төв хорооны нарийн бичгийн дарга,Зөвлөлтийн иргэн,Финландын Цагаан Сарнай одон шагналтан,Карл Марксын одон шагналтан,Кутузовын одон шагналтан (I зэрэг),Лениний одон шагналтан,Лениний нэрэмжит шагналтан,Цагаан Арслан одон шагналтан,Суворовын 1-р зэргийн одон шагналтан,ЗХУ-ын батлан хамгаалахын сайд,Ардын комиссар,Kategorie:Geboren 1908,Kategorie:Gestorben 1984,Kategorie:Held der Sowjetunion,Kategorie:Held der Volksrepublik Mongolei,Kategorie:Held der sozialistischen Arbeit,Kategorie:Mann,Kategorie:Marschall der Sowjetunion,Kategorie:Mitglied des Politbüros des Zentralkomitees der KPdSU,Kategorie:Namensgeber für ein Schiff,Kategorie:Person (Samara),Kategorie:Person im Zweiten Weltkrieg (Sowjetunion),Kategorie:Russe,Kategorie:Sekretär des Zentralkomitees der KPdSU,Kategorie:Sowjetbürger,Kategorie:Träger des Finnischen Ordens der Weißen Rose,Kategorie:Träger des Karl-Marx-Ordens,Kategorie:Träger des Kutusowordens I. Klasse,Kategorie:Träger des Leninordens,Kategorie:Träger des Leninpreises,Kategorie:Träger des Ordens des Weißen Löwen,Kategorie:Träger des Scharnhorst-Ordens,Kategorie:Träger des Suworow-Ordens I. Klasse,Kategorie:Verteidigungsminister (Sowjetunion),Kategorie:Volkskommissar
Дмитрий Шостакович,Зохиогч,Баруун-Хойд их сургуулийн хүндэт доктор,Оксфордын Их Сургуулийн хүндэт доктор,1906 онд төрсөн,1975 онд өнгөрсөн,Зөвлөлтийн социалист хөдөлмөрийн баатар,Москвагийн консерваторын багш,Балетын хөгжмийн зохиолч,Дуурийн хөгжмийн зохиолч,Оросын хөгжмийн зохиолч,ЗХУ-ын хөгжмийн зохиолч,20-р зууны сонгодог хөгжмийн зохиолч,Либреттист,Францын Дүрслэх Урлагийн Академийн гишүүн,Ардчилсан Германы Урлагийн Академийн гишүүн,Америкийн Урлаг ба Утга Зохиолын Академийн гишүүн,Байерны Урлагийн Академийн гишүүн,Сербийн Шинжлэх Ухаан ба Урлагийн Академийн гишүүн,Оросын Хаант Улсын хөгжимчин,Оросууд,Зөвлөлтийн иргэн,Австрийн Бүгд Найрамдах Улсын төлөөх гавьяаны их мөнгөн хүндэт тэмдгийн шагналтан,Лениний одон шагналтан,Лениний нэрэмжит шагналтан,Октябрийн хувьсгалын одон шагналтан,Хөдөлмөрийн Гавьяаны Улаан Тугийн одон шагналтан (ЗХУ),Францын Урлаг ба Утга Зохиолын одон шагналтан (рыцарь),Төрийн шагналтан (ЗХУ),Сталиний нэрэмжит шагналтан,Ард Түмний Найрамдлын Од шагналтан,Тарас Шевченкогийн нэрэмжит шагналтан,Австрийн шинжлэх ухаан ба урлагийн хүндэт тэмдэг шагналтан,Ардын Жүжигчин (ЗСБНХОУ),Ардын Жүжигчин (ЗХУ),Kategorie:Absolvent des Sankt Petersburger Konservatoriums,Kategorie:Autor,Kategorie:Darstellender Künstler (Sankt Petersburg),Kategorie:Dmitri Dmitrijewitsch Schostakowitsch,Kategorie:Ehrendoktor der Northwestern University,Kategorie:Ehrendoktor der University of Oxford,Kategorie:Geboren 1906,Kategorie:Gestorben 1975,Kategorie:Held der sozialistischen Arbeit,Kategorie:Hochschullehrer (Moskauer Konservatorium),Kategorie:Hochschullehrer (Sankt Petersburger Konservatorium),Kategorie:Komponist (Ballett),Kategorie:Komponist (Oper),Kategorie:Komponist (Russland),Kategorie:Komponist (Sowjetunion),Kategorie:Komponist klassischer Musik (20. Jahrhundert),Kategorie:Librettist,Kategorie:Mann,Kategorie:Mitglied der Académie des Beaux-Arts,Kategorie:Mitglied der Akademie der Künste (DDR),Kategorie:Mitglied der American Academy of Arts and Letters,Kategorie:Mitglied der Bayerischen Akademie der Schönen Künste,Kategorie:Mitglied der Serbischen Akademie der Wissenschaften und Künste,Kategorie:Musik (Sankt Petersburg),Kategorie:Musiker (Russisches Kaiserreich),Kategorie:Person als Namensgeber für einen Asteroiden,Kategorie:Russe,Kategorie:Sowjetbürger,Kategorie:Träger des Großen Silbernen Ehrenzeichens für Verdienste um die Republik Österreich,Kategorie:Träger des Leninordens,Kategorie:Träger des Leninpreises,Kategorie:Träger des Ordens der Oktoberrevolution,Kategorie:Träger des Ordens des Roten Banners der Arbeit,Kategorie:Träger des Ordre des Arts et des Lettres (Ritter),Kategorie:Träger des Staatspreises der UdSSR,Kategorie:Träger des Stalinpreises,Kategorie:Träger des Sterns der Völkerfreundschaft,Kategorie:Träger des Taras-Schewtschenko-Preises,Kategorie:Träger des österreichischen Ehrenzeichens für Wissenschaft und Kunst,Kategorie:Verdienter Künstler der RSFSR,Kategorie:Volkskünstler der RSFSR,Kategorie:Volkskünstler der UdSSR (Darstellende Kunst)
